x,y
95,181
102,48
122,179
127,198
79,166
119,9
126,64
197,6
178,194
44,66
23,101
64,95
61,139
50,163
65,126
25,62
37,173
160,111
145,37
195,47
73,195
187,23
137,134
101,197
20,151
162,21
67,133
22,57
80,171
121,105
168,58
61,177
19,84
90,148
59,193
86,161
111,10
171,101
99,29
136,194
88,134
193,10
66,190
3,86
59,152
77,108
57,60
2,54
166,70
98,9
127,164
68,95
40,180
161,49
130,20
56,91
191,127
175,62
52,58
42,14
61,126
6,186
171,167
91,30
171,143
87,104
106,89
72,128
66,92
62,138
189,188
196,149
3,108
111,59
13,175
144,143
193,105
44,108
75,67
134,45
109,169
166,12
36,135
3,71
195,5
184,103
195,102
34,134
193,145
17,58
6,188
148,71
186,115
127,71
139,185
112,182
106,60
69,85
38,10
164,156
35,26
156,91
174,142
57,130
59,139
192,77
195,32
87,86
153,99
191,166
163,172
161,61
32,88
184,83
180,182
161,184
76,143
100,108
32,33
197,89
22,102
80,126
8,133
31,178
9,110
66,97
17,35
139,172
69,185
91,105
190,64
188,84
129,98
72,161
103,179
105,70
41,126
20,53
87,133
80,24
111,73
24,60
158,62
185,89
192,87
9,176
132,178
62,123
84,71
44,44
180,82
129,8
183,80
173,33
149,42
180,88
90,31
83,154
149,21
63,63
34,190
63,146
132,160
151,116
17,159
94,174
2,145
41,167
1,136
198,130
133,93
165,49
19,1
160,83
133,179
185,87
60,118
58,97
43,181
196,121
43,113
127,2
69,37
8,25
88,112
115,16
157,106
20,57
119,77
40,110
155,179
73,106
93,150
176,171
134,114
195,38
158,195
190,17
111,48
157,38
59,171
165,190
122,94
118,164
125,31
161,106
57,132
177,183
44,45
180,43
162,3
130,84
100,39
21,62
57,5
125,38
93,31
133,159
75,106
133,103
86,150
47,174
151,82
99,127
13,69
122,144
52,79
138,3
101,173
57,58
89,67
160,105
39,103
176,85
108,185
3,127
82,193
107,91
190,95
75,108
138,112
151,144
13,142
49,139
84,34
151,131
98,82
133,155
47,159
126,191
190,16
5,173
147,63
52,25
70,86
177,195
173,67
53,78
125,4
8,111
69,169
90,140
139,16
42,97
191,174
182,28
147,98
169,183
116,12
14,99
56,44
150,93
40,187
155,153
130,89
123,80
164,32
148,64
60,157
36,25
84,105
161,180
193,141
19,72
83,170
100,106
174,87
112,82
166,44
173,51
62,196
32,134
129,163
168,35
37,99
82,94
124,5
81,182
159,42
92,35
20,131
91,164
197,114
14,111
92,5
17,112
37,138
27,3
159,28
103,167
146,84
58,1
62,62
85,100
77,75
174,47
45,190
48,189
145,113
39,58
127,140
64,34
49,98
73,179
129,16
33,64
73,173
176,104
105,132
148,26
196,177
85,141
176,194
65,187
153,7
126,74
134,73
75,144
9,148
108,60
114,184
7,150
33,166
154,70
13,84
71,173
111,142
69,173
5,16
133,9
180,49
112,38
25,183
134,192
124,199
20,106
116,194
105,30
81,2
86,36
177,118
111,116
34,120
96,90
170,189
112,5
195,141
81,170
22,65
6,59
64,192
122,44
172,100
99,56
91,172
41,115
73,122
173,110
119,191
192,167
80,84
92,123
81,194
150,132
120,135
130,97
155,84
108,20
21,190
22,17
173,164
72,172
56,127
44,156
55,108
184,54
29,68
116,15
160,68
148,6
74,139
192,84
157,134
168,196
32,71
59,175
90,30
141,85
53,112
36,137
106,115
15,156
48,53
69,171
193,114
109,53
111,79
82,46
98,101
195,193
58,109
160,152
75,29
197,92
44,1
35,179
29,86
26,13
176,87
127,22
70,192
82,140
94,35
42,25
87,165
154,109
116,31
36,120
18,106
162,147
56,46
17,101
182,105
71,39
178,80
123,105
134,134
100,13
14,70
3,194
104,57
32,67
107,72
19,139
111,141
10,44
34,140
62,58
179,63
128,107
83,45
46,49
3,61
46,98
179,7
183,59
17,121
81,61
141,141
111,44
111,152
80,77
2,25
188,117
199,78
133,128
92,191
77,71
18,23
137,38
17,108
60,144
38,79
107,97
33,56
82,8
184,167
183,163
187,105
61,75
39,17
131,136
177,12
163,53
67,134
136,162
70,38
34,36
135,147
92,140
58,113
8,45
71,185
184,153
34,191
25,122
162,183
107,33
97,20
149,174
20,63
142,77
121,75
102,37
26,40
183,150
95,57
78,16
75,110
106,87
74,193
104,180
102,161
163,84
7,193
100,46
193,56
110,80
16,8
71,60
55,172
38,163
59,14
16,20
64,79
76,151
157,28
8,56
50,185
149,171
151,111
183,146
196,60
180,171
96,54
128,154
180,26
172,154
123,23
77,29
15,128
141,130
60,90
20,162
160,197
188,115
161,38
86,152
105,32
154,93
175,113
120,31
181,9
112,23
24,104
36,178
185,78
175,145
65,155
104,8
9,48
191,38
4,179
124,30
37,56
165,36
183,23
140,10
42,138
8,186
78,173
168,51
74,16
155,70
195,146
40,135
30,73
195,192
79,108
109,108
114,91
172,174
28,184
148,41
185,57
121,134
141,174
44,104
186,132
43,72
84,122
52,163
59,18
42,180
31,141
187,127
7,56
179,197
112,137
183,90
38,176
177,155
87,155
30,18
99,172
71,141
26,78
195,76
177,65
111,136
158,135
136,148
125,143
81,19
162,163
23,192
23,41
6,128
8,40
77,137
13,4
99,13
51,52
116,118
86,84
144,147
50,196
196,11
169,6
156,71
130,29
67,148
64,190
179,143
174,170
48,187
27,39
95,24
12,40
187,111
79,174
107,54
84,8
89,157
35,86
29,146
88,195
3,73
144,182
30,177
178,44
72,163
180,27
138,144
95,124
122,21
138,114
39,165
103,130
90,99
6,87
46,133
195,128
197,131
136,59
5,76
66,147
154,10
139,160
85,194
88,82
44,162
54,171
167,137
168,64
61,137
29,75
7,148
72,63
147,23
190,79
60,153
46,108
96,33
38,184
14,139
147,58
17,84
133,161
145,148
10,149
60,59
130,59
51,105
74,22
138,190
16,130
117,73
84,80
146,95
136,86
51,2
24,69
49,102
110,138
66,48
58,183
185,92
80,86
14,155
77,166
57,195
152,165
196,44
89,155
102,183
150,89
127,142
98,65
73,166
46,89
59,74
39,182
98,21
142,138
53,142
43,41
38,174
4,153
157,52
70,67
103,120
179,92
153,110
117,50
114,135
131,159
17,116
96,169
179,101
175,118
150,81
198,147
19,195
94,84
6,120
55,104
104,64
77,23
119,30
73,124
77,156
119,183
59,102
109,81
52,107
45,128
59,86
153,20
99,129
144,106
57,134
17,181
81,21
192,132
196,26
144,122
126,76
6,19
74,84
90,164
25,16
121,53
171,145
14,153
34,40
185,187
34,72
67,128
102,80
173,171
153,152
133,18
166,26
102,31
143,194
157,4
78,90
44,127
194,115
73,162
98,31
10,29
24,67
93,14
98,61
130,67
115,155
107,3
58,103
158,31
7,47
186,38
114,84
87,90
39,61
115,11
168,74
126,21
193,190
149,25
183,82
90,130
63,78
167,73
150,163
125,98
176,135
193,3
58,161
139,115
42,142
179,194
72,165
99,69
189,42
104,31
197,150
113,193
118,35
20,129
169,152
58,163
31,176
15,67
57,18
7,140
54,163
183,15
114,60
6,17
20,180
81,60
108,129
61,156
135,108
48,185
175,126
113,59
62,76
80,59
188,174
166,169
21,103
169,19
113,53
194,165
18,162
106,191
48,85
75,10
184,20
41,141
108,140
46,79
79,19
88,132
92,171
28,82
129,161
67,17
110,42
105,34
58,8
191,78
22,96
153,154
187,78
37,93
14,14
73,100
40,123
75,162
188,104
99,15
189,61
166,10
37,2
197,164
102,178
143,158
135,122
20,92
22,91
107,11
190,126
144,46
172,22
93,96
134,15
114,62
27,14
71,148
14,169
55,102
111,114
37,154
175,14
141,67
20,83
44,140
52,95
120,129
34,105
50,168
35,29
38,104
31,144
58,92
56,77
34,50
35,89
138,58
150,161
166,155
39,91
97,2
85,123
23,95
151,119
36,168
97,46
142,17
125,180
117,191
16,139
195,34
186,110
161,134
120,21
144,186
99,71
187,94
24,135
41,56
44,179
91,69
170,168
89,6
11,138
70,148
153,193
159,88
91,101
2,96
162,29
74,92
100,42
4,55
138,183
127,47
73,47
196,36
157,129
1,140
67,107
49,52
107,127
168,39
183,73
163,150
130,78
135,40
92,37
57,172
52,166
196,73
33,73
156,115
186,40
31,32
107,134
111,161
159,78
21,178
105,18
174,48
165,144
65,88
125,133
47,148
44,9
27,22
27,60
119,83
